WBSCR1,-0.8085256057,-0.3433302208,0.2734466308,0.1217410777,0.0654349378
HNRPA3,-0.8063198476,-0.0575075767,0.1392966012,0.4677601332,0.1068516061
RDX,-0.8016548505,-0.0187527934,-0.0985273893,0.1376959919,0.1429652742
,-0.7979774746,-0.5746065924,0.4264409292,0.2073043431,0.2008168855
RPL10A,-0.7929917851,-0.7411995409,0.346965628,0.3361987486,0.3928318382
PRDX3,-0.7923609143,-0.5534669584,1.1301612324,0.5275418653,0.2851374305
TUBA6,-0.7873003866,-0.0658508434,0.0974375281,0.2542924319,0.2760088691
C14orf115,-0.7804727221,0.1341243897,0.5005837302,0.6361782872,0.3696033633
LMNB1,-0.7797293397,-0.2976352336,-0.0257942736,0.4294875216,0.1143997663
PSMC5,-0.7781984791,0.4159405525,-0.0396602247,0.3396318894,-0.4804246744
HNRPAB,-0.7780775772,-0.7601748416,0.5061400693,0.2463740998,0.593822674
TXN,-0.7713526848,-0.2969643733,-0.1579577554,0.1663758791,0.2934079144
,-0.7702610061,-0.3515963571,-0.3046941836,-0.2314828024,-0.2202581409
HSP90AA2,-0.7689830246,-0.0677551565,0.2963202905,0.2069364614,0.0502999518
ROD1,-0.7673973434,-0.0642429727,-0.1076780308,0.0873123824,-0.0490517626
PTBP2,-0.7673973434,-0.0642429727,0.1487167249,0.0873123824,-0.0490517626
HSPA9B,-0.7640077103,-0.2410446057,0.3270255583,0.1513956388,0.0054068944
FKBP3,-0.7624997628,-0.7776371615,-0.2328363681,-0.054751862,-0.3101418865
DDX17,-0.7623286037,-0.3809956552,0.0981403901,0.3871294579,0.0235014748
PAICS,-0.7610542677,-0.1532823937,0.0656170355,0.3629660862,0.3284866055
RPS11,-0.7595939116,-0.761014678,0.0230159737,0.4778228485,-0.3774016417
RPL3,-0.7585785343,-0.797806131,-0.0335713889,0.204726456,0.2919399924
,-0.754740377,0.0146201002,0.6618199575,0.7524120616,0.1143703083
,-0.7427777154,0.2202739361,-0.2053786988,0.4334899469,-0.3290915385
CFL1,-0.7420332305,-0.087528076,0.1160922633,0.2406763833,0.2763716035
HINT1,-0.7406237913,-0.2432421877,-0.0875907414,0.4003500903,0.182357304
HSP90AB1,-0.7404276019,-0.0699879041,0.3137086647,0.2389679792,0.2968354473
SNX16,-0.7377288731,-0.2615207537,0.1942266747,0.1176312069,0.0937734573
PFDN5,-0.7357196274,-0.3146654978,0.3342008509,0.2036895937,0.4565980904
ANP32B,-0.7339028549,-0.3479090525,-0.0653716636,0.0687609156,-0.2971864984
